row_id,model,sale_price,predicted_price,residual,absolute_residual,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ADDRESS,ZIP CODE
570,ridge_alpha_100,2210000000.0,5320209137.420663,-3110209137.420663,3110209137.420663,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,245 PARK AVENUE,10167
108,ridge_alpha_100,1040000000.0,3674604294.2722244,-2634604294.2722244,2634604294.2722244,1,FINANCIAL,21 OFFICE BUILDINGS                        ,60 WALL STREET,10005
569,ridge_alpha_100,155000000.0,433513919.8652709,-278513919.8652709,278513919.8652709,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,551 MADISON AVENUE,10022
571,ridge_alpha_100,62750000.0,338669958.0665644,-275919958.0665644,275919958.0665644,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,145 EAST 57TH   STREET,10022
154,ridge_alpha_100,109000000.0,367966901.1139485,-258966901.11394852,258966901.11394852,1,GREENWICH VILLAGE-CENTRAL,21 OFFICE BUILDINGS                        ,817 BROADWAY,10003
718,ridge_alpha_100,109915000.0,230536895.21423694,-120621895.21423694,120621895.21423694,1,TRIBECA,25 LUXURY HOTELS                           ,370 CANAL STREET,10013
92,ridge_alpha_100,108000000.0,212628155.02079895,-104628155.02079895,104628155.02079895,1,FASHION,21 OFFICE BUILDINGS                        ,240 WEST 35TH STREET,10001
693,ridge_alpha_100,118000000.0,221317042.2651802,-103317042.2651802,103317042.2651802,1,MURRAY HILL,26 OTHER HOTELS                            ,150 EAST 34TH   STREET,10016
94,ridge_alpha_100,54000000.0,149703470.0665772,-95703470.0665772,95703470.0665772,1,FASHION,21 OFFICE BUILDINGS                        ,53 WEST 36TH   STREET,10018
151,ridge_alpha_100,25001000.0,94971077.84217224,-69970077.84217224,69970077.84217224,1,GREENWICH VILLAGE-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,11-15 WEST 8TH STREET,10011
28,ridge_alpha_100,2341975.0,65359057.56728177,-63017082.56728177,63017082.56728177,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,155 WEST 18TH,10011
133,ridge_alpha_100,11800000.0,72219497.32780991,-60419497.327809915,60419497.327809915,1,GRAMERCY,08 RENTALS - ELEVATOR APARTMENTS           ,153 EAST 26TH   STREET,10010
107,ridge_alpha_100,3288000.0,58553581.16986884,-55265581.16986884,55265581.16986884,1,FINANCIAL,21 OFFICE BUILDINGS                        ,88 PINE STREET,10005
12563,ridge_alpha_100,20248000.0,72495148.44205739,-52247148.442057386,52247148.442057386,3,WILLIAMSBURG-NORTH,26 OTHER HOTELS                            ,160 NORTH 12TH STREET,11249
111,ridge_alpha_100,100107200.0,152160146.46856806,-52052946.46856806,52052946.46856806,1,FINANCIAL,25 LUXURY HOTELS                           ,8 STONE STREET,10004
191,ridge_alpha_100,24991000.0,62703697.420727074,-37712697.420727074,37712697.420727074,1,GREENWICH VILLAGE-WEST,08 RENTALS - ELEVATOR APARTMENTS           ,12 PERRY ST,10014
70,ridge_alpha_100,15093194.0,49413330.44201652,-34320136.44201652,34320136.44201652,1,CLINTON,08 RENTALS - ELEVATOR APARTMENTS           ,409 WEST 45TH STREET,10036
822,ridge_alpha_100,7314907.0,40824490.729552664,-33509583.729552664,33509583.729552664,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,512 EAST 81ST   STREET,10028
309,ridge_alpha_100,5020000.0,37845835.08678395,-32825835.086783953,32825835.086783953,1,HARLEM-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,2300 5 AVENUE,10037
307,ridge_alpha_100,5020000.0,37845835.08678382,-32825835.08678382,32825835.08678382,1,HARLEM-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,30 WEST 141ST STREET,10037
308,ridge_alpha_100,5020000.0,37845835.08678382,-32825835.08678382,32825835.08678382,1,HARLEM-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,15 WEST 139TH STREET,10037
5,ridge_alpha_100,10350000.0,41520554.060403116,-31170554.060403116,31170554.060403116,1,ALPHABET CITY,08 RENTALS - ELEVATOR APARTMENTS           ,530-532 EAST 5TH STREET,10009
820,ridge_alpha_100,15800000.0,43764938.661312655,-27964938.661312655,27964938.661312655,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,1442 LEXINGTON AVENUE,10128
7838,ridge_alpha_100,50584955.0,78203141.26164123,-27618186.261641234,27618186.261641234,3,DOWNTOWN-METROTECH,21 OFFICE BUILDINGS                        ,81 PROSPECT STREET,11201
6174,ridge_alpha_100,7100000.0,34660650.79958272,-27560650.79958272,27560650.79958272,3,BROOKLYN HEIGHTS,08 RENTALS - ELEVATOR APARTMENTS           ,29 MONROE PLACE,11201
