row_id,model,sale_price,predicted_price,residual,absolute_residual,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ADDRESS,ZIP CODE
107,ridge_alpha_10000,3288000.0,387708278.8403296,-384420278.8403296,384420278.8403296,1,FINANCIAL,21 OFFICE BUILDINGS                        ,88 PINE STREET,10005
109,ridge_alpha_10000,54052917.0,380362008.65208155,-326309091.65208155,326309091.65208155,1,FINANCIAL,21 OFFICE BUILDINGS                        ,80 MAIDEN LANE,10038
566,ridge_alpha_10000,90000000.0,401118560.68035126,-311118560.68035126,311118560.68035126,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,292 MADISON AVENUE,10017
567,ridge_alpha_10000,90000000.0,401118560.68035126,-311118560.68035126,311118560.68035126,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,292 MADISON AVENUE,10017
16731,ridge_alpha_10000,525000.0,283764727.87805057,-283239727.87805057,283239727.87805057,4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS             ,26910 GRAND CENTRAL PARKWA,11005
120,ridge_alpha_10000,1159531.0,262607990.41625324,-261448459.41625324,261448459.41625324,1,FLATIRON,21 OFFICE BUILDINGS                        ,11-13 EAST 26TH   STREET,10010
574,ridge_alpha_10000,7500000.0,128475309.23886232,-120975309.23886232,120975309.23886232,1,MIDTOWN CBD,22 STORE BUILDINGS                         ,141 EAST 45TH   STREET,10017
572,ridge_alpha_10000,15250000.0,130451846.2751267,-115201846.2751267,115201846.2751267,1,MIDTOWN CBD,22 STORE BUILDINGS                         ,7 EAST 53RD   STREET,10022
571,ridge_alpha_10000,62750000.0,175538457.87311682,-112788457.87311682,112788457.87311682,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,145 EAST 57TH   STREET,10022
568,ridge_alpha_10000,30000000.0,133917128.82053502,-103917128.82053502,103917128.82053502,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,11 EAST 51ST   STREET,10022
1965,ridge_alpha_10000,10500000.0,112056184.19151224,-101556184.19151224,101556184.19151224,2,EAST TREMONT,21 OFFICE BUILDINGS                        ,1910 ARTHUR AVENUE,10457
884,ridge_alpha_10000,1400000.0,82735559.18866183,-81335559.18866183,81335559.18866183,1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,211 CENTRAL PARK WEST,10024
506,ridge_alpha_10000,5300000.0,74365615.74945863,-69065615.74945863,69065615.74945863,1,JAVITS CENTER,23 LOFT BUILDINGS                          ,516-520 WEST 34TH   STREET,10001
309,ridge_alpha_10000,5020000.0,54934596.88071238,-49914596.88071238,49914596.88071238,1,HARLEM-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,2300 5 AVENUE,10037
308,ridge_alpha_10000,5020000.0,54934596.88071237,-49914596.88071237,49914596.88071237,1,HARLEM-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,15 WEST 139TH STREET,10037
307,ridge_alpha_10000,5020000.0,54934596.88071226,-49914596.88071226,49914596.88071226,1,HARLEM-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,30 WEST 141ST STREET,10037
509,ridge_alpha_10000,3900000.0,49139445.59229263,-45239445.59229263,45239445.59229263,1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,340 EAST 19TH STREET,10003
508,ridge_alpha_10000,4600000.0,48950384.28389074,-44350384.28389074,44350384.28389074,1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,313 EAST 18TH   STREET,10003
1590,ridge_alpha_10000,25000000.0,69246508.2061379,-44246508.206137896,44246508.206137896,2,BRONXDALE,32 HOSPITAL AND HEALTH FACILITIES          ,612 ALLERTON AVENUE,10467
511,ridge_alpha_10000,6650000.0,50518409.65423951,-43868409.65423951,43868409.65423951,1,KIPS BAY,07 RENTALS - WALKUP APARTMENTS             ,316 SECOND AVENUE,10003
821,ridge_alpha_10000,34340699.0,77925953.89897788,-43585254.898977876,43585254.898977876,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,1493 YORK AVENUE,10075
510,ridge_alpha_10000,5750000.0,48917716.11454405,-43167716.11454405,43167716.11454405,1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,304 EAST 30TH STREET,10016
512,ridge_alpha_10000,7200000.0,50088215.826659106,-42888215.826659106,42888215.826659106,1,KIPS BAY,07 RENTALS - WALKUP APARTMENTS             ,345 EAST 33RD STREET,10016
703,ridge_alpha_10000,8146000.0,49852769.21788557,-41706769.21788557,41706769.21788557,1,SOHO,11A CONDO-RENTALS                           ,25 MERCER STREET,10013
3554,ridge_alpha_10000,70936348.0,111474026.96949176,-40537678.969491765,40537678.969491765,2,SOUNDVIEW,08 RENTALS - ELEVATOR APARTMENTS           ,755 WHITE PLAINS ROAD,10473
12120,ridge_alpha_10000,1114000.0,40707562.06275316,-39593562.06275316,39593562.06275316,3,SHEEPSHEAD BAY,08 RENTALS - ELEVATOR APARTMENTS           ,1809 EMMONS AVENUE,11235
27,ridge_alpha_10000,4600000.0,44140862.3440953,-39540862.3440953,39540862.3440953,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,559 WEST 23RD   STREET,10011
110,ridge_alpha_10000,12500000.0,51364015.20444556,-38864015.20444556,38864015.20444556,1,FINANCIAL,21 OFFICE BUILDINGS                        ,27 CLIFF STREET,10038
2682,ridge_alpha_10000,5700000.0,43592905.90143436,-37892905.90143436,37892905.90143436,2,MORRISANIA/LONGWOOD,26 OTHER HOTELS                            ,980 PROSPECT AVENUE,10459
852,ridge_alpha_10000,71669.0,36249113.536785774,-36177444.536785774,36177444.536785774,1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,201 WEST 70TH STREET,10023
97,ridge_alpha_10000,220000.0,36133910.21239624,-35913910.21239624,35913910.21239624,1,FASHION,23 LOFT BUILDINGS                          ,115-123 W 29TH,10001
569,ridge_alpha_10000,155000000.0,188781044.50269896,-33781044.50269896,33781044.50269896,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,551 MADISON AVENUE,10022
764,ridge_alpha_10000,10050.0,33460155.238846485,-33450105.238846485,33450105.238846485,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,370 EAST 76TH STREET,10021
111,ridge_alpha_10000,100107200.0,132629501.00521263,-32522301.005212635,32522301.005212635,1,FINANCIAL,25 LUXURY HOTELS                           ,8 STONE STREET,10004
190,ridge_alpha_10000,12576515.0,45015074.23847819,-32438559.23847819,32438559.23847819,1,GREENWICH VILLAGE-WEST,08 RENTALS - ELEVATOR APARTMENTS           ,80 GROVE STREET,10014
519,ridge_alpha_10000,14700000.0,47095275.00773099,-32395275.00773099,32395275.00773099,1,KIPS BAY,38 ASYLUMS AND HOMES                       ,327 EAST 22ND   STREET,10010
516,ridge_alpha_10000,13000000.0,45088013.08866362,-32088013.088663623,32088013.088663623,1,KIPS BAY,32 HOSPITAL AND HEALTH FACILITIES          ,343 EAST 17TH   STREET,10003
45,ridge_alpha_10000,4300000.0,34934914.36488006,-30634914.364880063,30634914.364880063,1,CHELSEA,26 OTHER HOTELS                            ,305 WEST 29TH   STREET,10001
28,ridge_alpha_10000,2341975.0,32929868.67203145,-30587893.67203145,30587893.67203145,1,CHELSEA,08 RENTALS - ELEVATOR APARTMENTS           ,155 WEST 18TH,10011
95,ridge_alpha_10000,1161500.0,31478606.807034537,-30317106.807034537,30317106.807034537,1,FASHION,23 LOFT BUILDINGS                          ,338 WEST 39TH   STREET,10018
8592,ridge_alpha_10000,650000.0,30782480.965098757,-30132480.965098757,30132480.965098757,3,EAST NEW YORK,31 COMMERCIAL VACANT LAND                  ,443 JEROME STREET,11207
2336,ridge_alpha_10000,17500000.0,47503017.13555092,-30003017.135550924,30003017.135550924,2,MELROSE/CONCOURSE,32 HOSPITAL AND HEALTH FACILITIES          ,1160 TELLER AVENUE,10456
503,ridge_alpha_10000,5000000.0,34760125.811685525,-29760125.811685525,29760125.811685525,1,JAVITS CENTER,21 OFFICE BUILDINGS                        ,522 WEST 37TH   STREET,10018
16102,ridge_alpha_10000,4000000.0,33244931.29386719,-29244931.29386719,29244931.29386719,4,FLUSHING-NORTH,08 RENTALS - ELEVATOR APARTMENTS           ,42-09 COLLEGE POINT BLVD,11355
63,ridge_alpha_10000,3150000.0,31911480.032498207,-28761480.032498207,28761480.032498207,1,CIVIC CENTER,21 OFFICE BUILDINGS                        ,85 WORTH,10013
12353,ridge_alpha_10000,930000.0,26938424.17170844,-26008424.17170844,26008424.17170844,3,SUNSET PARK,05 TAX CLASS 1 VACANT LAND                 ,313 52ND   STREET,11220
22879,ridge_alpha_10000,1400000.0,26440225.867744565,-25040225.867744565,25040225.867744565,4,SUNNYSIDE,26 OTHER HOTELS                            ,47-03 47TH STREET,11377
886,ridge_alpha_10000,41000000.0,65971988.91035164,-24971988.91035164,24971988.91035164,1,UPPER WEST SIDE (79-96),11A CONDO-RENTALS                           ,360 CENTRAL PARK WEST,10025
410,ridge_alpha_10000,22600000.0,47304514.01992195,-24704514.01992195,24704514.01992195,1,HARLEM-EAST,08 RENTALS - ELEVATOR APARTMENTS           ,75 EAST 116 STREET,10029
96,ridge_alpha_10000,5000000.0,29024449.688667834,-24024449.688667834,24024449.688667834,1,FASHION,23 LOFT BUILDINGS                          ,260 WEST 36TH   STREET,10018
