row_id,model,sale_price,predicted_price,residual,absolute_residual,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ADDRESS,ZIP CODE
107,ridge_alpha_1000,3288000.0,366071655.1079862,-362783655.1079862,362783655.1079862,1,FINANCIAL,21 OFFICE BUILDINGS                        ,88 PINE STREET,10005
109,ridge_alpha_1000,54052917.0,345974238.05031335,-291921321.05031335,291921321.05031335,1,FINANCIAL,21 OFFICE BUILDINGS                        ,80 MAIDEN LANE,10038
16731,ridge_alpha_1000,525000.0,245714202.27198568,-245189202.27198568,245189202.27198568,4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS             ,26910 GRAND CENTRAL PARKWA,11005
566,ridge_alpha_1000,90000000.0,318481131.5180856,-228481131.5180856,228481131.5180856,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,292 MADISON AVENUE,10017
567,ridge_alpha_1000,90000000.0,318481131.5180856,-228481131.5180856,228481131.5180856,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,292 MADISON AVENUE,10017
884,ridge_alpha_1000,1400000.0,223728292.68622044,-222328292.68622044,222328292.68622044,1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,211 CENTRAL PARK WEST,10024
120,ridge_alpha_1000,1159531.0,192464085.4834746,-191304554.4834746,191304554.4834746,1,FLATIRON,21 OFFICE BUILDINGS                        ,11-13 EAST 26TH   STREET,10010
506,ridge_alpha_1000,5300000.0,141875358.39110702,-136575358.39110702,136575358.39110702,1,JAVITS CENTER,23 LOFT BUILDINGS                          ,516-520 WEST 34TH   STREET,10001
574,ridge_alpha_1000,7500000.0,136262711.67529878,-128762711.67529878,128762711.67529878,1,MIDTOWN CBD,22 STORE BUILDINGS                         ,141 EAST 45TH   STREET,10017
572,ridge_alpha_1000,15250000.0,137979325.8803975,-122729325.8803975,122729325.8803975,1,MIDTOWN CBD,22 STORE BUILDINGS                         ,7 EAST 53RD   STREET,10022
1590,ridge_alpha_1000,25000000.0,144361441.9556201,-119361441.95562011,119361441.95562011,2,BRONXDALE,32 HOSPITAL AND HEALTH FACILITIES          ,612 ALLERTON AVENUE,10467
571,ridge_alpha_1000,62750000.0,176381772.7701963,-113631772.77019629,113631772.77019629,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,145 EAST 57TH   STREET,10022
568,ridge_alpha_1000,30000000.0,141290357.39420348,-111290357.39420348,111290357.39420348,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,11 EAST 51ST   STREET,10022
7833,ridge_alpha_1000,52962546.0,161439347.88836867,-108476801.88836867,108476801.88836867,3,DOWNTOWN-FULTON MALL,29 COMMERCIAL GARAGES                      ,15 HOYT STREET,11201
27124,ridge_alpha_1000,1450000.0,106135728.06284277,-104685728.06284277,104685728.06284277,5,ROSSVILLE,22 STORE BUILDINGS                         ,351 VETERANS ROAD WEST,10309
6312,ridge_alpha_1000,5250000.0,104224681.36046109,-98974681.36046109,98974681.36046109,3,BROWNSVILLE,22 STORE BUILDINGS                         ,489 ROCKAWAY AVENUE,11212
1965,ridge_alpha_1000,10500000.0,106219675.77464516,-95719675.77464516,95719675.77464516,2,EAST TREMONT,21 OFFICE BUILDINGS                        ,1910 ARTHUR AVENUE,10457
821,ridge_alpha_1000,34340699.0,117151689.8541074,-82810990.8541074,82810990.8541074,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,1493 YORK AVENUE,10075
17912,ridge_alpha_1000,3100000.0,77694520.29857112,-74594520.29857112,74594520.29857112,4,JAMAICA,22 STORE BUILDINGS                         ,89-71 164TH STREET,11432
7843,ridge_alpha_1000,135000000.0,205644873.21694973,-70644873.21694973,70644873.21694973,3,DOWNTOWN-METROTECH,26 OTHER HOTELS                            ,90 SANDS STREET,11201
573,ridge_alpha_1000,131667000.0,199168423.8705326,-67501423.8705326,67501423.8705326,1,MIDTOWN CBD,22 STORE BUILDINGS                         ,727 5TH AVENUE,10022
2336,ridge_alpha_1000,17500000.0,84060243.89787535,-66560243.89787535,66560243.89787535,2,MELROSE/CONCOURSE,32 HOSPITAL AND HEALTH FACILITIES          ,1160 TELLER AVENUE,10456
852,ridge_alpha_1000,71669.0,65965163.88844114,-65893494.88844114,65893494.88844114,1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,201 WEST 70TH STREET,10023
28378,ridge_alpha_1000,11693337.0,76547886.11436589,-64854549.11436589,64854549.11436589,5,WOODROW,22 STORE BUILDINGS                         ,2730 ARTHUR KILL ROAD,10309
18513,ridge_alpha_1000,54990000.0,115936437.59510916,-60946437.595109165,60946437.595109165,4,LONG ISLAND CITY,30 WAREHOUSES                              ,48-49 35TH   STREET,11101
