row_id,model,sale_price,predicted_price,residual,absolute_residual,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ADDRESS,ZIP CODE
900,ridge_alpha_1000,86500000.0,39993630.17046798,46506369.82953202,46506369.82953202,1,UPPER WEST SIDE (96-116),08 RENTALS - ELEVATOR APARTMENTS           ,915 WEST END AVENUE,10025
823,ridge_alpha_1000,550000.0,-45882892.63074617,46432892.63074617,46432892.63074617,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,431 EAST 82ND STREET,10028
155,ridge_alpha_1000,153000000.0,106686345.41007039,46313654.58992961,46313654.58992961,1,GREENWICH VILLAGE-CENTRAL,21 OFFICE BUILDINGS                        ,34-42 W 14 STREET,10011
24205,ridge_alpha_1000,120000.0,-45561434.01927815,45681434.01927815,45681434.01927815,5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS             ,1000 CLOVE ROAD,10301
14623,ridge_alpha_1000,364000.0,-45162336.53356303,45526336.53356303,45526336.53356303,4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,43-25 DOUGLASTON PARKWAY,11363
1964,ridge_alpha_1000,71500.0,-45181699.581351966,45253199.581351966,45253199.581351966,2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS             ,2024 HUGHES AVENUE,10457
106,ridge_alpha_1000,652000000.0,606769987.1998183,45230012.80018175,45230012.80018175,1,FINANCIAL,21 OFFICE BUILDINGS                        ,85 BROAD STREET,10004
515,ridge_alpha_1000,174000000.0,128787967.0944507,45212032.9055493,45212032.9055493,1,KIPS BAY,26 OTHER HOTELS                            ,340 EAST 24TH   STREET,10010
666,ridge_alpha_1000,83000000.0,38064829.93868487,44935170.06131513,44935170.06131513,1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND                  ,12 WEST 55TH   STREET,10019
7829,ridge_alpha_1000,76500000.0,32116234.99581721,44383765.004182786,44383765.004182786,3,DOWNTOWN-FULTON MALL,21 OFFICE BUILDINGS                        ,1 BOERUM PLACE,11201
16608,ridge_alpha_1000,170000.0,-43309153.47054132,43479153.47054132,43479153.47054132,4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,65-11 108TH STREET,11375
193,ridge_alpha_1000,205961801.0,163926692.939393,42035108.06060699,42035108.06060699,1,GREENWICH VILLAGE-WEST,21 OFFICE BUILDINGS                        ,95 MORTON STREET,10014
548,ridge_alpha_1000,16750000.0,-25222446.32922511,41972446.32922511,41972446.32922511,1,LOWER EAST SIDE,26 OTHER HOTELS                            ,151 EAST HOUSTON STREET,10002
3133,ridge_alpha_1000,180000.0,-41599143.54864824,41779143.54864824,41779143.54864824,2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,4499 HENRY HUDSON PARKWAY,10471
546,ridge_alpha_1000,15500000.0,-26232933.89521726,41732933.895217255,41732933.895217255,1,LOWER EAST SIDE,26 OTHER HOTELS                            ,136 LUDLOW STREET,10002
121,ridge_alpha_1000,29500000.0,-12182750.531493237,41682750.53149324,41682750.53149324,1,FLATIRON,22 STORE BUILDINGS                         ,204 5 AVENUE,10010
12370,ridge_alpha_1000,45839605.0,4279986.050757418,41559618.949242584,41559618.949242584,3,SUNSET PARK,07 RENTALS - WALKUP APARTMENTS             ,364 55TH   STREET,11220
