row_id,model,sale_price,predicted_price,residual,absolute_residual,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ADDRESS,ZIP CODE
570,ridge_alpha_100,2210000000.0,1297299920.3995998,912700079.6004002,912700079.6004002,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,245 PARK AVENUE,10167
513,ridge_alpha_100,620000000.0,289549735.7667376,330450264.2332624,330450264.2332624,1,KIPS BAY,08 RENTALS - ELEVATOR APARTMENTS           ,460-520 2ND AVENUE,10016
599,ridge_alpha_100,268124175.0,31928850.169722706,236195324.8302773,236195324.8302773,1,MIDTOWN WEST,21 OFFICE BUILDINGS                        ,1706-1720 BROADWAY,10019
1577,ridge_alpha_100,51250000.0,-164041039.00222835,215291039.00222835,215291039.00222835,2,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2700 BRONX PARK EAST,10467
2782,ridge_alpha_100,8524937.0,-150517676.02100074,159042613.02100074,159042613.02100074,2,MOTT HAVEN/PORT MORRIS,32 HOSPITAL AND HEALTH FACILITIES          ,492 EAST 139 STREET,10454
104,ridge_alpha_100,239114603.0,84972143.95307569,154142459.0469243,154142459.0469243,1,FINANCIAL,08 RENTALS - ELEVATOR APARTMENTS           ,63 WALL STREET,10005
882,ridge_alpha_100,172500000.0,35916100.28440308,136583899.7155969,136583899.7155969,1,UPPER WEST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,21 WEST 86TH   STREET,10024
113,ridge_alpha_100,93550000.0,-38181554.05027933,131731554.05027932,131731554.05027932,1,FINANCIAL,26 OTHER HOTELS                            ,52 WILLIAM STREET,10005
26429,ridge_alpha_100,4223025.0,-127316900.335269,131539925.335269,131539925.335269,5,NEW SPRINGVILLE,22 STORE BUILDINGS                         ,2655 RICHMOND AVENUE,10314
26428,ridge_alpha_100,711008.0,-127316900.335269,128027908.335269,128027908.335269,5,NEW SPRINGVILLE,22 STORE BUILDINGS                         ,2655 RICHMOND AVENUE,10314
112,ridge_alpha_100,203345000.0,90974087.83483906,112370912.16516094,112370912.16516094,1,FINANCIAL,25 LUXURY HOTELS                           ,133 GREENWICH STREET,10006
21263,ridge_alpha_100,58070000.0,-50557694.95376716,108627694.95376715,108627694.95376715,4,SO. JAMAICA-BAISLEY PARK,26 OTHER HOTELS                            ,138-10 135TH   AVENUE,11436
58,ridge_alpha_100,141500000.0,33070651.446032573,108429348.55396743,108429348.55396743,1,CIVIC CENTER,07 RENTALS - WALKUP APARTMENTS             ,41 WHITE STREET,10013
7826,ridge_alpha_100,154250000.0,46728506.153544426,107521493.84645557,107521493.84645557,3,DOWNTOWN-FULTON MALL,11A CONDO-RENTALS                           ,236 LIVINGSTON STREET,11201
93,ridge_alpha_100,565000000.0,457814338.4538161,107185661.54618388,107185661.54618388,1,FASHION,21 OFFICE BUILDINGS                        ,1250 BROADWAY,10001
26430,ridge_alpha_100,4346648.0,-101805418.47168459,106152066.47168459,106152066.47168459,5,NEW SPRINGVILLE,22 STORE BUILDINGS                         ,140 MARSH AVENUE,10314
502,ridge_alpha_100,124700000.0,19135938.786070507,105564061.21392949,105564061.21392949,1,JAVITS CENTER,21 OFFICE BUILDINGS                        ,504-514 WEST 34TH   STREET,10001
105,ridge_alpha_100,182391612.0,77798439.4495585,104593172.5504415,104593172.5504415,1,FINANCIAL,08 RENTALS - ELEVATOR APARTMENTS           ,67 WALL STREET,10005
18500,ridge_alpha_100,65831493.0,-12641346.659431444,78472839.65943144,78472839.65943144,4,LONG ISLAND CITY,29 COMMERCIAL GARAGES                      ,22-12 JACKSON AVENUE,11101
10237,ridge_alpha_100,20250000.0,-56334003.9290945,76584003.9290945,76584003.9290945,3,KENSINGTON,10 COOPS - ELEVATOR APARTMENTS             ,230 OCEAN PARKWAY,11218
39,ridge_alpha_100,107250000.0,30837289.758973677,76412710.24102633,76412710.24102633,1,CHELSEA,22 STORE BUILDINGS                         ,258 8 AVENUE,10011
585,ridge_alpha_100,86000000.0,14364383.464618973,71635616.53538102,71635616.53538102,1,MIDTOWN EAST,07 RENTALS - WALKUP APARTMENTS             ,428 EAST 58TH   STREET,10022
114,ridge_alpha_100,51100000.0,-16500525.002065768,67600525.00206576,67600525.00206576,1,FINANCIAL,26 OTHER HOTELS                            ,106 FULTON STREET,10038
118,ridge_alpha_100,126000000.0,61587748.89600373,64412251.10399627,64412251.10399627,1,FLATIRON,21 OFFICE BUILDINGS                        ,31 WEST 27TH STREET,10001
769,ridge_alpha_100,79500000.0,18061772.037602276,61438227.962397724,61438227.962397724,1,UPPER EAST SIDE (59-79),21 OFFICE BUILDINGS                        ,19 EAST 64TH   STREET,10065
2134,ridge_alpha_100,7480000.0,-52176058.37143107,59656058.37143107,59656058.37143107,2,HUNTS POINT,30 WAREHOUSES                              ,1025 EAST 149 STREET,10455
24205,ridge_alpha_100,120000.0,-58246840.23206696,58366840.23206696,58366840.23206696,5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS             ,1000 CLOVE ROAD,10301
507,ridge_alpha_100,18500000.0,-39654531.505406134,58154531.505406134,58154531.505406134,1,JAVITS CENTER,26 OTHER HOTELS                            ,442 WEST 36TH   STREET,10018
110,ridge_alpha_100,12500000.0,-45359395.51465676,57859395.51465676,57859395.51465676,1,FINANCIAL,21 OFFICE BUILDINGS                        ,27 CLIFF STREET,10038
2133,ridge_alpha_100,7480000.0,-49188740.050615154,56668740.050615154,56668740.050615154,2,HUNTS POINT,30 WAREHOUSES                              ,977 EAST 149 STREET,10455
823,ridge_alpha_100,550000.0,-55851983.212003164,56401983.212003164,56401983.212003164,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,431 EAST 82ND STREET,10028
17821,ridge_alpha_100,289000.0,-55746181.73531015,56035181.73531015,56035181.73531015,4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,82-16 34TH AVENUE,11372
602,ridge_alpha_100,68000000.0,12157628.772651063,55842371.22734894,55842371.22734894,1,MIDTOWN WEST,21 OFFICE BUILDINGS                        ,15 WEST 44TH   STREET,10036
14623,ridge_alpha_100,364000.0,-54847457.8814365,55211457.8814365,55211457.8814365,4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,43-25 DOUGLASTON PARKWAY,11363
546,ridge_alpha_100,15500000.0,-39651120.12261505,55151120.12261505,55151120.12261505,1,LOWER EAST SIDE,26 OTHER HOTELS                            ,136 LUDLOW STREET,10002
548,ridge_alpha_100,16750000.0,-37930074.79369282,54680074.79369282,54680074.79369282,1,LOWER EAST SIDE,26 OTHER HOTELS                            ,151 EAST HOUSTON STREET,10002
27796,ridge_alpha_100,8250000.0,-45864106.618235715,54114106.618235715,54114106.618235715,5,TRAVIS,26 OTHER HOTELS                            ,310 WILD AVENUE,10314
16608,ridge_alpha_100,170000.0,-53882452.63169387,54052452.63169387,54052452.63169387,4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,65-11 108TH STREET,11375
148,ridge_alpha_100,72200000.0,18308093.50035753,53891906.49964247,53891906.49964247,1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,85 EAST 10TH STREET,10003
1964,ridge_alpha_100,71500.0,-52605346.20083926,52676846.20083926,52676846.20083926,2,EAST TREMONT,10 COOPS - ELEVATOR APARTMENTS             ,2024 HUGHES AVENUE,10457
488,ridge_alpha_100,63600000.0,11168178.796486836,52431821.20351316,52431821.20351316,1,INWOOD,07 RENTALS - WALKUP APARTMENTS             ,109 SHERMAN AVENUE,10034
587,ridge_alpha_100,318000.0,-51323828.32792451,51641828.32792451,51641828.32792451,1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,310 EAST 49TH STREET,10017
27794,ridge_alpha_100,11700000.0,-38756807.263594545,50456807.263594545,50456807.263594545,5,TRAVIS,26 OTHER HOTELS                            ,290 WILD AVENUE,10314
