row_id,model,sale_price,predicted_price,residual,absolute_residual,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ADDRESS,ZIP CODE
570,ridge_alpha_100000,2210000000.0,238941189.7960884,1971058810.2039115,1971058810.2039115,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,245 PARK AVENUE,10167
108,ridge_alpha_100000,1040000000.0,219991890.888123,820008109.111877,820008109.111877,1,FINANCIAL,21 OFFICE BUILDINGS                        ,60 WALL STREET,10005
513,ridge_alpha_100000,620000000.0,84770119.06440382,535229880.93559617,535229880.93559617,1,KIPS BAY,08 RENTALS - ELEVATOR APARTMENTS           ,460-520 2ND AVENUE,10016
106,ridge_alpha_100000,652000000.0,189930725.9621433,462069274.0378567,462069274.0378567,1,FINANCIAL,21 OFFICE BUILDINGS                        ,85 BROAD STREET,10004
93,ridge_alpha_100000,565000000.0,152592024.67510113,412407975.32489884,412407975.32489884,1,FASHION,21 OFFICE BUILDINGS                        ,1250 BROADWAY,10001
505,ridge_alpha_100000,330000000.0,68089912.23846811,261910087.7615319,261910087.7615319,1,JAVITS CENTER,21 OFFICE BUILDINGS                        ,433-447 NINTH AVENUE,10001
599,ridge_alpha_100000,268124175.0,12718263.010884784,255405911.9891152,255405911.9891152,1,MIDTOWN WEST,21 OFFICE BUILDINGS                        ,1706-1720 BROADWAY,10019
18490,ridge_alpha_100000,257500000.0,35154665.7443611,222345334.2556389,222345334.2556389,4,LONG ISLAND CITY,27 FACTORIES                               ,31-00 47TH   AVENUE,11101
104,ridge_alpha_100000,239114603.0,76720846.73507139,162393756.2649286,162393756.2649286,1,FINANCIAL,08 RENTALS - ELEVATOR APARTMENTS           ,63 WALL STREET,10005
193,ridge_alpha_100000,205961801.0,51914702.682050675,154047098.31794932,154047098.31794932,1,GREENWICH VILLAGE-WEST,21 OFFICE BUILDINGS                        ,95 MORTON STREET,10014
882,ridge_alpha_100000,172500000.0,19624656.317688506,152875343.6823115,152875343.6823115,1,UPPER WEST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,21 WEST 86TH   STREET,10024
