row_id,model,sale_price,predicted_price,residual,absolute_residual,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ADDRESS,ZIP CODE
107,ridge_alpha_100,3288000.0,319291630.8107525,-316003630.8107525,316003630.8107525,1,FINANCIAL,21 OFFICE BUILDINGS                        ,88 PINE STREET,10005
884,ridge_alpha_100,1400000.0,302795820.3810188,-301395820.3810188,301395820.3810188,1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,211 CENTRAL PARK WEST,10024
109,ridge_alpha_100,54052917.0,292417249.6723595,-238364332.67235953,238364332.67235953,1,FINANCIAL,21 OFFICE BUILDINGS                        ,80 MAIDEN LANE,10038
16731,ridge_alpha_100,525000.0,213079089.16952845,-212554089.16952845,212554089.16952845,4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS             ,26910 GRAND CENTRAL PARKWA,11005
506,ridge_alpha_100,5300000.0,175455222.97110027,-170155222.97110027,170155222.97110027,1,JAVITS CENTER,23 LOFT BUILDINGS                          ,516-520 WEST 34TH   STREET,10001
27124,ridge_alpha_100,1450000.0,164276249.78966996,-162826249.78966996,162826249.78966996,5,ROSSVILLE,22 STORE BUILDINGS                         ,351 VETERANS ROAD WEST,10309
1590,ridge_alpha_100,25000000.0,185071373.97657707,-160071373.97657707,160071373.97657707,2,BRONXDALE,32 HOSPITAL AND HEALTH FACILITIES          ,612 ALLERTON AVENUE,10467
6312,ridge_alpha_100,5250000.0,161555028.68676546,-156305028.68676546,156305028.68676546,3,BROWNSVILLE,22 STORE BUILDINGS                         ,489 ROCKAWAY AVENUE,11212
7833,ridge_alpha_100,52962546.0,206879170.55879024,-153916624.55879024,153916624.55879024,3,DOWNTOWN-FULTON MALL,29 COMMERCIAL GARAGES                      ,15 HOYT STREET,11201
567,ridge_alpha_100,90000000.0,225357349.10531047,-135357349.10531047,135357349.10531047,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,292 MADISON AVENUE,10017
566,ridge_alpha_100,90000000.0,225357349.10531047,-135357349.10531047,135357349.10531047,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,292 MADISON AVENUE,10017
574,ridge_alpha_100,7500000.0,139555276.72126022,-132055276.72126022,132055276.72126022,1,MIDTOWN CBD,22 STORE BUILDINGS                         ,141 EAST 45TH   STREET,10017
572,ridge_alpha_100,15250000.0,140608692.69953957,-125358692.69953957,125358692.69953957,1,MIDTOWN CBD,22 STORE BUILDINGS                         ,7 EAST 53RD   STREET,10022
18490,ridge_alpha_100,257500000.0,375696398.0786407,-118196398.0786407,118196398.0786407,4,LONG ISLAND CITY,27 FACTORIES                               ,31-00 47TH   AVENUE,11101
120,ridge_alpha_100,1159531.0,118464440.84165637,-117304909.84165637,117304909.84165637,1,FLATIRON,21 OFFICE BUILDINGS                        ,11-13 EAST 26TH   STREET,10010
7843,ridge_alpha_100,135000000.0,252178085.65145752,-117178085.65145752,117178085.65145752,3,DOWNTOWN-METROTECH,26 OTHER HOTELS                            ,90 SANDS STREET,11201
568,ridge_alpha_100,30000000.0,145469473.58580753,-115469473.58580753,115469473.58580753,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,11 EAST 51ST   STREET,10022
17912,ridge_alpha_100,3100000.0,116469291.0563469,-113369291.0563469,113369291.0563469,4,JAMAICA,22 STORE BUILDINGS                         ,89-71 164TH STREET,11432
28378,ridge_alpha_100,11693337.0,120444812.43380336,-108751475.43380336,108751475.43380336,5,WOODROW,22 STORE BUILDINGS                         ,2730 ARTHUR KILL ROAD,10309
571,ridge_alpha_100,62750000.0,169191636.73771405,-106441636.73771405,106441636.73771405,1,MIDTOWN CBD,21 OFFICE BUILDINGS                        ,145 EAST 57TH   STREET,10022
